
F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45
00077998954103906068976	,8abwo6j9sehpy	,00030001	,00030001	,958261553936	,053242	,00	,01	,01	,129.00	,129.00	,20221019	,010513	,20221019	,120	,01291691	,428418005666329	,dbm小吃店、摊贩(低)	,5814	,0000	,0001	,000	,86	,06	,20221019	,1019010513	,01	,0	,00000000	,88847418	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,129.00	,001	,129.00	,19.27	,14782326	,468110883151	,9110528625	,4998994019968096	,0	,129.00	,001	
00097028765066546560972	,szbuovhqlpn42	,00020003	,00020003	,225278916432	,003281	,00	,01	,01	,68.00	,68.00	,20221019	,033413	,20221019	,151	,68326497	,428418005666329	,dbm小吃店、摊贩(低)	,5814	,0000	,0003	,000	,86	,06	,20221019	,1019033413	,01	,0	,00000000	,06469552	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,68.00	,001	,68.00	,10.16	,50159882	,630229957202	,2446820849	,6922554445349314	,0	,68.00	,001	
00036830200734894308339	,bs2lovhja08mt	,00010002	,00010002	,045368497925	,656384	,00	,01	,01	,57.00	,57.00	,20221019	,063113	,20221019	,021	,01291691	,428418005666329	,dbm小吃店、摊贩(低)	,5814	,0000	,0002	,000	,86	,06	,20221019	,1019063113	,01	,0	,00000000	,35569176	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,57.00	,001	,57.00	,8.51	,15340210	,443228137119	,1899181080	,4933883476973822	,0	,57.00	,001	
00099418008803622310176	,67lhvxtg89aok	,00030002	,00030002	,999463155695	,754207	,00	,01	,01	,36.00	,36.00	,20221019	,071013	,20221019	,001	,80359608	,428418005666329	,dbm小吃店、摊贩(低)	,5814	,0000	,0002	,000	,86	,06	,20221019	,1019071013	,01	,0	,00000000	,73797355	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,36.00	,001	,36.00	,5.38	,61316328	,698322231350	,1034369136	,4123595557735272	,0	,36.00	,001	
00076289577936389332906	,q8li247tgamwk	,00030001	,00030001	,847803932668	,017118	,00	,01	,01	,39.00	,39.00	,20221019	,081413	,20221019	,022	,66177221	,428418005666329	,dbm小吃店、摊贩(低)	,5814	,0000	,0001	,000	,86	,06	,20221019	,1019081413	,02	,0	,00000000	,59557873	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,39.00	,001	,39.00	,5.82	,15418172	,952856576334	,9528583277	,9575305825147148	,0	,39.00	,001	
00007000875340170503277	,v3mw6alix9zd2	,00030003	,00030003	,111518889878	,936296	,00	,01	,01	,79.00	,79.00	,20221030	,044858	,20221030	,050	,71223507	,987624997260257	,hvu社区卫生服务中心(低)	,8099	,0000	,0003	,000	,86	,06	,20221030	,1030044858	,01	,0	,00000000	,37084234	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,79.00	,001	,79.00	,11.80	,63369992	,045511412474	,9797557604	,6067175925542735	,0	,79.00	,001	
00084630825704278381597	,8yno9hxcq745m	,00010001	,00010001	,930595158853	,256456	,00	,01	,01	,124.00	,124.00	,20221030	,045058	,20221030	,012	,44916786	,987624997260257	,hvu社区卫生服务中心(低)	,8099	,0000	,0001	,000	,86	,06	,20221030	,1030045058	,01	,0	,00000000	,74559177	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,124.00	,001	,124.00	,18.52	,87575582	,170620168835	,1743366380	,7049438884164400	,0	,124.00	,001	
00098588365833771255797	,5nql46rcm9veo	,00010002	,00010002	,403443926025	,544319	,00	,01	,01	,113.00	,113.00	,20221030	,074058	,20221030	,141	,44916786	,987624997260257	,hvu社区卫生服务中心(低)	,8099	,0000	,0002	,000	,86	,06	,20221030	,1030074058	,01	,0	,00000000	,18807098	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,113.00	,001	,113.00	,16.88	,09222986	,168148186603	,0838336871	,0194625056910353	,0	,113.00	,001	
00014038548309535960037	,8abwo6j9sehpy	,00030001	,00030001	,132617927436	,642443	,00	,01	,01	,115.00	,115.00	,20221030	,091758	,20221030	,030	,71223507	,987624997260257	,hvu社区卫生服务中心(低)	,8099	,0000	,0001	,000	,86	,06	,20221030	,1030091758	,01	,0	,00000000	,67664373	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,115.00	,001	,115.00	,17.17	,03189425	,150375786332	,8580861293	,0335085307248390	,0	,115.00	,001	
00000162329105971972690	,qrs5yaw19tx3j	,00020002	,00020002	,252952083111	,707887	,00	,01	,01	,62.00	,62.00	,20221030	,103358	,20221030	,071	,71980595	,987624997260257	,hvu社区卫生服务中心(低)	,8099	,0000	,0002	,000	,86	,06	,20221030	,1030103358	,01	,0	,00000000	,17868962	,2024-11-15 16:20:54	,2024-11-15 16:20:54	,0	,001	,62.00	,001	,62.00	,9.26	,33940665	,789028480597	,9834274876	,4211718333581643	,0	,62.00	,001	
