
T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
m270vht6aedu3	,03	,00010002	,843599075196	,0000	,0	,01	,1	,530172	,1001032415	,0	,85874185	,00010002	,4	,030000000	,0	,427.00	,01	,032415	,00010002	,0	,000100025301721001032415000010002	,20221001	,00010002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,002	,0411	,01	,01	,lhpvecq3uks86	,1	,1	
3z0crxfvwgio1	,01	,00020003	,690769855307	,0000	,0	,01	,1	,459101	,1001032456	,0	,45414748	,00020003	,4	,010000000	,0	,332.00	,01	,032456	,00020003	,0	,000200034591011001032456000020003	,20221001	,00020003	,886931081133005	,01	,00	,01	,00000000	,7011	,26282762	,cgi普通(低)	,122	,2901	,01	,05	,7hyrf9e4xw0k1	,1	,1	
8eou1s2cp6whl	,03	,00020000	,126729513979	,0000	,0	,01	,1	,416525	,1001033058	,0	,54517659	,00020000	,4	,030000000	,0	,506.00	,01	,033058	,00020000	,0	,000200004165251001033058000020000	,20221001	,00020000	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,142	,6436	,01	,01	,ih52rkd94no6l	,1	,1	
5eysgm3ctxzda	,03	,00020002	,947036199623	,0000	,0	,01	,1	,642281	,1001033652	,0	,91888369	,00020002	,4	,030000000	,0	,11.00	,01	,033652	,00020002	,0	,000200026422811001033652000020002	,20221001	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,042	,2276	,01	,01	,vdcfq8pngelt1	,1	,1	
ac5rqghydt806	,03	,00030001	,590185138724	,0000	,0	,01	,1	,960778	,1001034021	,0	,36639740	,00030001	,4	,030000000	,0	,197.00	,01	,034021	,00030001	,0	,000300019607781001034021000030001	,20221001	,00030001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,111	,0848	,01	,01	,3nq70yxrf8oz2	,1	,1	
4crp5q83yg96b	,03	,00010001	,515056801301	,0000	,0	,01	,1	,003782	,1001034040	,0	,92087355	,00010001	,4	,030000000	,0	,357.00	,01	,034040	,00010001	,0	,000100010037821001034040000010001	,20221001	,00010001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,110	,6488	,01	,01	,pxmu6qb8rk73o	,1	,1	
902o5udm4nfet	,03	,00010002	,208922997623	,0000	,0	,01	,1	,563314	,1001034514	,0	,00932967	,00010002	,4	,030000000	,0	,307.00	,01	,034514	,00010002	,0	,000100025633141001034514000010002	,20221001	,00010002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,121	,8801	,01	,01	,pwadyo5grmj6h	,1	,1	
ksrq6zvnf2lux	,01	,00020000	,984173970815	,0000	,0	,01	,1	,829062	,1001034726	,0	,18220174	,00020000	,4	,010000000	,0	,933.00	,01	,034726	,00020000	,0	,000200008290621001034726000020000	,20221001	,00020000	,886931081133005	,01	,00	,01	,00000000	,7011	,26282762	,cgi普通(低)	,032	,4125	,01	,01	,7hyrf9e4xw0k1	,1	,1	
m270vht6aedu3	,03	,00010002	,939526706692	,0000	,0	,01	,1	,193367	,1001035613	,0	,86595733	,00010002	,4	,030000000	,0	,249.00	,01	,035613	,00010002	,0	,000100021933671001035613000010002	,20221001	,00010002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,022	,5432	,01	,01	,gzbrud4sti1xy	,1	,1	
3b76qwlmr8gc1	,01	,00010003	,094249747388	,0000	,0	,01	,1	,293151	,1001035659	,0	,85124499	,00010003	,4	,010000000	,0	,29.00	,01	,035659	,00010003	,0	,000100032931511001035659000010003	,20221001	,00010003	,969026901499534	,01	,00	,01	,00000000	,5814	,87390429	,bmc小吃店、摊贩(低)	,150	,2860	,01	,01	,qz863w0yfxi2j	,1	,1	
pwadyo5grmj6h	,03	,00020002	,580051204667	,0000	,0	,01	,1	,623317	,1001040346	,0	,23495544	,00020002	,4	,030000000	,0	,278.00	,01	,040346	,00020002	,0	,000200026233171001040346000020002	,20221001	,00020002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,010	,3512	,01	,00	,902o5udm4nfet	,1	,1	
3b76qwlmr8gc1	,01	,00010003	,448009938842	,0000	,0	,01	,1	,539094	,1001040642	,0	,42985247	,00010003	,4	,010000000	,0	,38.00	,01	,040642	,00010003	,0	,000100035390941001040642000010003	,20221001	,00010003	,969026901499534	,01	,00	,01	,00000000	,5814	,87390429	,bmc小吃店、摊贩(低)	,021	,1150	,01	,01	,qz863w0yfxi2j	,1	,1	
pwadyo5grmj6h	,03	,00020002	,931760292049	,0000	,0	,01	,1	,129798	,1001041839	,0	,19210275	,00020002	,4	,030000000	,0	,107.00	,01	,041839	,00020002	,0	,000200021297981001041839000020002	,20221001	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,000	,0644	,01	,00	,ih52rkd94no6l	,1	,1	
8vocfjyg6sw0i	,03	,00030003	,053833048423	,0000	,0	,01	,1	,576440	,1001042051	,0	,12382996	,00030003	,4	,030000000	,0	,598.00	,01	,042051	,00030003	,0	,000300035764401001042051000030003	,20221001	,00030003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,132	,1964	,01	,01	,a7xlt9wezys1c	,1	,1	
pwadyo5grmj6h	,03	,00020002	,227808608010	,0000	,0	,01	,1	,045128	,1001042104	,0	,06766788	,00020002	,4	,030000000	,0	,99.00	,01	,042104	,00020002	,0	,000200020451281001042104000020002	,20221001	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,130	,1996	,01	,00	,eqyl37zv4a9nb	,1	,1	
wb6hg8p0eqx17	,03	,00030001	,178700805866	,0000	,0	,01	,1	,952979	,1001042839	,0	,64030407	,00030001	,4	,030000000	,0	,318.00	,01	,042839	,00030001	,0	,000300019529791001042839000030001	,20221001	,00030001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,010	,9622	,01	,06	,7roh6j48tizas	,1	,1	
m3vn95ho2rp6s	,03	,00020001	,132735726063	,0000	,0	,01	,1	,765038	,1001044846	,0	,30543863	,00020001	,4	,030000000	,0	,36.00	,01	,044846	,00020001	,0	,000200017650381001044846000020001	,20221001	,00020001	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,042	,4613	,01	,04	,ia918veyfjnbk	,1	,1	
pwadyo5grmj6h	,03	,00020002	,461388744724	,0000	,0	,01	,1	,978083	,1001050149	,0	,84305854	,00020002	,4	,030000000	,0	,541.00	,01	,050149	,00020002	,0	,000200029780831001050149000020002	,20221001	,00020002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,000	,1815	,01	,00	,2d6g0wkjnc85v	,1	,1	
5eysgm3ctxzda	,03	,00020002	,537465662109	,0000	,0	,01	,1	,714695	,1001050310	,0	,06067019	,00020002	,4	,030000000	,0	,65.00	,01	,050310	,00020002	,0	,000200027146951001050310000020002	,20221001	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,111	,7889	,01	,01	,3zxkj7mawpebt	,1	,1	
q45ho02tumjrd	,03	,00030000	,110286477256	,0000	,0	,01	,1	,031667	,1001050321	,0	,48446275	,00030000	,4	,030000000	,0	,258.00	,01	,050321	,00030000	,0	,000300000316671001050321000030000	,20221001	,00030000	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,042	,0716	,01	,01	,1z70kvq4bfu3w	,1	,1	
pwadyo5grmj6h	,03	,00020002	,264824205878	,0000	,0	,01	,1	,041537	,1001050714	,0	,08542841	,00020002	,4	,030000000	,0	,251.00	,01	,050714	,00020002	,0	,000200020415371001050714000020002	,20221001	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,112	,8965	,01	,00	,2d6g0wkjnc85v	,1	,1	
pwadyo5grmj6h	,03	,00020002	,035417927183	,0000	,0	,01	,1	,816778	,1001051019	,0	,67264371	,00020002	,4	,030000000	,0	,449.00	,01	,051019	,00020002	,0	,000200028167781001051019000020002	,20221001	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,010	,8278	,01	,00	,902o5udm4nfet	,1	,1	
82nf7p9j0k3co	,03	,00020003	,759152167333	,0000	,0	,01	,1	,729516	,1001051037	,0	,86095750	,00020003	,4	,030000000	,0	,172.00	,01	,051037	,00020003	,0	,000200037295161001051037000020003	,20221001	,00020003	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,070	,9541	,01	,01	,n9m7r84bzjkq5	,1	,1	
82nf7p9j0k3co	,03	,00020003	,381539224694	,0000	,0	,01	,1	,348421	,1001051506	,0	,82410768	,00020003	,4	,030000000	,0	,539.00	,01	,051506	,00020003	,0	,000200033484211001051506000020003	,20221001	,00020003	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,012	,8822	,01	,01	,f2y4puor5dnkc	,1	,1	
82nf7p9j0k3co	,03	,00020003	,986669450808	,0000	,0	,01	,1	,569627	,1001051833	,0	,29029555	,00020003	,4	,030000000	,0	,74.00	,01	,051833	,00020003	,0	,000200035696271001051833000020003	,20221001	,00020003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,022	,7480	,01	,01	,gzbrud4sti1xy	,1	,1	
pwadyo5grmj6h	,03	,00020002	,035384243135	,0000	,0	,01	,1	,973604	,1001052303	,0	,86113203	,00020002	,4	,030000000	,0	,175.00	,01	,052303	,00020002	,0	,000200029736041001052303000020002	,20221001	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,121	,8794	,01	,00	,frky73bc6jd8x	,1	,1	
3b76qwlmr8gc1	,01	,00010003	,957253388840	,0000	,0	,01	,1	,415168	,1001054120	,0	,81452609	,00010003	,4	,010000000	,0	,15.00	,01	,054120	,00010003	,0	,000100034151681001054120000010003	,20221001	,00010003	,969026901499534	,01	,00	,01	,00000000	,5814	,87390429	,bmc小吃店、摊贩(低)	,112	,1401	,01	,01	,qz863w0yfxi2j	,1	,1	
9k7ryxofsg6zm	,03	,00020000	,809261781030	,0000	,0	,01	,1	,317555	,1001055019	,0	,62230973	,00020000	,4	,030000000	,0	,84.00	,01	,055019	,00020000	,0	,000200003175551001055019000020000	,20221001	,00020000	,000000000000000	,02	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,121	,5773	,01	,01	,gzbrud4sti1xy	,1	,1	
pwadyo5grmj6h	,03	,00020002	,341184032025	,0000	,0	,01	,1	,014507	,1001055410	,0	,78615787	,00020002	,4	,030000000	,0	,78.00	,01	,055410	,00020002	,0	,000200020145071001055410000020002	,20221001	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,021	,5693	,01	,00	,skcg5691xuehp	,1	,1	
m270vht6aedu3	,03	,00010002	,262178338729	,0000	,0	,01	,1	,780108	,1001060526	,0	,68382258	,00010002	,4	,030000000	,0	,563.00	,01	,060526	,00010002	,0	,000100027801081001060526000010002	,20221001	,00010002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,071	,9541	,01	,01	,zjbhanxycwlo4	,1	,1	
pwadyo5grmj6h	,03	,00020002	,884999798524	,0000	,0	,01	,1	,572757	,1001060703	,0	,51896135	,00020002	,4	,030000000	,0	,88.00	,01	,060703	,00020002	,0	,000200025727571001060703000020002	,20221001	,00020002	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,102	,8873	,01	,00	,3nq70yxrf8oz2	,1	,1	
6ghwd83zxauqb	,03	,00020001	,154231193203	,0000	,0	,01	,1	,343595	,1001061243	,0	,03189921	,00020001	,4	,030000000	,0	,302.00	,01	,061243	,00020001	,0	,000200013435951001061243000020001	,20221001	,00020001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,041	,3321	,01	,01	,f4l7knmp5dx81	,1	,1	
5eysgm3ctxzda	,03	,00020002	,060300493244	,0000	,0	,01	,1	,401263	,1001061411	,0	,58032710	,00020002	,4	,030000000	,0	,522.00	,01	,061411	,00020002	,0	,000200024012631001061411000020002	,20221001	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,030	,4671	,01	,01	,89cp3kevfuar6	,1	,1	
pwadyo5grmj6h	,03	,00020002	,976648077817	,0000	,0	,01	,1	,427357	,1001061710	,0	,95038918	,00020002	,4	,030000000	,0	,168.00	,01	,061710	,00020002	,0	,000200024273571001061710000020002	,20221001	,00020002	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,030	,8287	,01	,00	,eqyl37zv4a9nb	,1	,1	
us0rjl6pid21c	,01	,00010002	,711922141496	,0000	,0	,01	,1	,081004	,1001062354	,0	,00882002	,00010002	,4	,010000000	,0	,1.52	,01	,062354	,00010002	,0	,000100020810041001062354000010002	,20221001	,00010002	,969026901499534	,01	,00	,01	,00000000	,5814	,87390429	,bmc小吃店、摊贩(低)	,132	,0681	,01	,01	,qz863w0yfxi2j	,1	,1	
7roh6j48tizas	,03	,00010001	,617948838126	,0000	,0	,01	,1	,220386	,1001062650	,0	,28277138	,00010001	,4	,030000000	,0	,38.00	,01	,062650	,00010001	,0	,000100012203861001062650000010001	,20221001	,00010001	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,071	,8725	,01	,01	,wb6hg8p0eqx17	,1	,1	
72yu1jl4pz5ed	,03	,00030003	,322737693151	,0000	,0	,01	,1	,802530	,1001063312	,0	,19486121	,00030003	,4	,030000000	,0	,267.00	,01	,063312	,00030003	,0	,000300038025301001063312000030003	,20221001	,00030003	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,062	,2700	,01	,01	,n17uzmdlp4k3x	,1	,1	
u3a47dzbsjnck	,03	,00020003	,287292562294	,0000	,0	,01	,1	,601901	,1001063555	,0	,07125179	,00020003	,4	,030000000	,0	,587.00	,01	,063555	,00020003	,0	,000200036019011001063555000020003	,20221001	,00020003	,000000000000000	,01	,00	,03	,00000000	,0000	,00000000	,XXXX转账	,072	,5183	,01	,02	,sun61kpy5z8mt	,1	,1	
whcv9rp37yjs0	,01	,00030001	,494359177839	,0000	,0	,01	,1	,475716	,1001063625	,0	,73080358	,00030001	,4	,010000000	,0	,4.79	,01	,063625	,00030001	,0	,000300014757161001063625000030001	,20221001	,00030001	,349317290739423	,01	,00	,01	,00000000	,5814	,44885293	,bku小吃店、摊贩(低)	,010	,9232	,01	,01	,sf0gajv6tzr7c	,1	,1	
ia918veyfjnbk	,03	,00020003	,007600255261	,0000	,0	,01	,1	,961958	,1001064648	,0	,90748175	,00020003	,4	,030000000	,0	,20.00	,01	,064648	,00020003	,0	,000200039619581001064648000020003	,20221001	,00020003	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,121	,0787	,01	,01	,xpinsk78jtyv0	,1	,1	
rvp40gcul3mxy	,01	,00010001	,303741100105	,0000	,0	,01	,1	,492644	,1001064844	,0	,74327663	,00010001	,4	,010000000	,0	,270.99	,01	,064844	,00010001	,0	,000100014926441001064844000010001	,20221001	,00010001	,886931081133005	,02	,00	,01	,00000000	,7011	,26282762	,cgi普通(低)	,041	,9791	,01	,01	,7hyrf9e4xw0k1	,1	,1	
pwadyo5grmj6h	,03	,00020002	,613315474628	,0000	,0	,01	,1	,402365	,1001065428	,0	,60888587	,00020002	,4	,030000000	,0	,494.00	,01	,065428	,00020002	,0	,000200024023651001065428000020002	,20221001	,00020002	,000000000000000	,01	,00	,07	,00000000	,0000	,00000000	,XXXX转账	,141	,8617	,01	,00	,o780f19prbl6d	,1	,1	
whl87b9md36ok	,01	,00030002	,036992526319	,0000	,0	,01	,1	,150024	,1001065505	,0	,21874868	,00030002	,4	,010000000	,0	,290.76	,01	,065505	,00030002	,0	,000300021500241001065505000030002	,20221001	,00030002	,886931081133005	,01	,00	,01	,00000000	,7011	,26282762	,cgi普通(低)	,120	,5092	,01	,01	,7hyrf9e4xw0k1	,1	,1	
wb6hg8p0eqx17	,03	,00030001	,815213215704	,0000	,0	,01	,1	,999672	,1001065539	,0	,09007557	,00030001	,4	,030000000	,0	,340.00	,01	,065539	,00030001	,0	,000300019996721001065539000030001	,20221001	,00030001	,000000000000000	,01	,00	,01	,00000000	,0000	,00000000	,XXXX转账	,062	,2419	,01	,06	,q45ho02tumjrd	,1	,1	
ac5rqghydt806	,01	,00030001	,776833115754	,0000	,0	,01	,1	,733165	,1001070440	,0	,92824604	,00030001	,4	,010000000	,0	,16.55	,01	,070440	,00030001	,0	,000300017331651001070440000030001	,20221001	,00030001	,349317290739423	,01	,00	,01	,00000000	,5814	,44885293	,bku小吃店、摊贩(低)	,061	,3888	,01	,01	,sf0gajv6tzr7c	,1	,1	
lhpvecq3uks86	,01	,00030003	,064411973230	,0000	,0	,01	,1	,351229	,1001070451	,0	,01956182	,00030003	,4	,010000000	,0	,4.54	,01	,070451	,00030003	,0	,000300033512291001070451000030003	,20221001	,00030003	,349317290739423	,02	,00	,01	,00000000	,5814	,44885293	,bku小吃店、摊贩(低)	,031	,9702	,01	,01	,sf0gajv6tzr7c	,1	,1	
