
F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45
00084565706729695625908	,8zyg15pkvbeni	,00030003	,00030003	,116247516608	,681354	,00	,03	,01	,1421.00	,1421.00	,20220213	,014602	,20220213	,020	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213014602	,01	,0	,00000000	,15992789	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1421.00	,001	,1421.00	,212.22	,27152789	,130943819210	,5800316161	,6208285940276580	,0	,1421.00	,001	
00080530603050050214834	,8zyg15pkvbeni	,00030003	,00030003	,345075238412	,180851	,00	,03	,03	,0.00	,0.00	,20220213	,023615	,20220213	,152	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213023615	,01	,0	,00000000	,39419128	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,24280284	,950835944676	,5701532216	,3502578354105935	,0	,0.00	,001	
00093331347277752651458	,zksxfan3875gr	,00010000	,00010000	,910713192722	,580308	,00	,01	,01	,292.00	,292.00	,20220211	,155517	,20220211	,111	,95111193	,594535361001418	,tfv旅游饭店(低)	,5811	,0000	,0000	,000	,85	,06	,20220211	,0211155517	,01	,0	,00000000	,15347283	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,292.00	,001	,292.00	,43.61	,87125539	,145596019429	,9585950799	,9200303893556972	,0	,292.00	,001	
00010767684490028327377	,w23rb6ti95lhq	,00010002	,00010002	,910861772017	,614759	,00	,01	,01	,165.00	,165.00	,20220211	,083439	,20220211	,011	,95111193	,594535361001418	,tfv旅游饭店(低)	,5811	,0000	,0002	,000	,85	,06	,20220211	,0211083439	,01	,0	,00000000	,01660795	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,165.00	,001	,165.00	,24.64	,34747928	,360924960137	,1472612878	,2050389130525611	,0	,165.00	,001	
00023483710974020848557	,6fyzhwv2lm54d	,00010003	,00010003	,254726746993	,446757	,00	,01	,01	,245.00	,245.00	,20220211	,142157	,20220211	,020	,95111193	,594535361001418	,tfv旅游饭店(低)	,5811	,0000	,0003	,000	,85	,06	,20220211	,0211142157	,01	,0	,00000000	,37009274	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,245.00	,001	,245.00	,36.59	,44179147	,939301821555	,5199695231	,7934255868653156	,0	,245.00	,001	
00095267476211296001603	,8zyg15pkvbeni	,00030003	,00030003	,985938046245	,887002	,00	,03	,03	,702.00	,702.00	,20220214	,083624	,20220214	,072	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220214	,0214083624	,01	,0	,00000000	,04871783	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,702.00	,001	,702.00	,104.84	,20514217	,245733349991	,7240367097	,1861951608344571	,0	,702.00	,001	
00024437961209004308455	,8zyg15pkvbeni	,00030003	,00030003	,121092441047	,127804	,00	,03	,07	,0.00	,0.00	,20220214	,221253	,20220214	,011	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220214	,0214221253	,01	,0	,00000000	,87880839	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,81838378	,416732405623	,6216744412	,2025246593550063	,0	,0.00	,001	
00093514861682804961467	,8zyg15pkvbeni	,00030003	,00030003	,446744365707	,539718	,00	,03	,07	,0.00	,0.00	,20220212	,021328	,20220212	,142	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220212	,0212021328	,01	,0	,00000000	,67312452	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,42900877	,073603222957	,1429620998	,2293642028544938	,0	,0.00	,001	
00012054050118470615495	,w23rb6ti95lhq	,00010002	,00010002	,573017709471	,079475	,00	,01	,01	,1583.00	,1583.00	,20220212	,203639	,20220212	,030	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212203639	,01	,0	,00000000	,22323775	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1583.00	,001	,1583.00	,236.42	,36626320	,973178833251	,4047138795	,1940277791307371	,0	,1583.00	,001	
00068877837896708449454	,zksxfan3875gr	,00010000	,00010000	,181938740866	,432895	,00	,01	,01	,1516.00	,1516.00	,20220212	,052340	,20220212	,132	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0000	,000	,85	,06	,20220212	,0212052340	,01	,0	,00000000	,48401722	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1516.00	,001	,1516.00	,226.41	,93778629	,696037318563	,0059665029	,9007375127349400	,0	,1516.00	,001	
00009936796681922407571	,etkwh0n92uiq6	,00010002	,00010002	,955973984662	,781088	,00	,01	,01	,419.00	,419.00	,20220212	,184806	,20220212	,112	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212184806	,02	,0	,00000000	,84778641	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,419.00	,001	,419.00	,62.58	,63650930	,523995427319	,2282857944	,7505647880076803	,0	,419.00	,001	
00038066123637605053453	,w23rb6ti95lhq	,00010002	,00010002	,996457534183	,412419	,00	,01	,01	,384.00	,384.00	,20220212	,114811	,20220212	,070	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212114811	,01	,0	,00000000	,45253343	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,384.00	,001	,384.00	,57.35	,96619438	,571248080346	,1141486897	,6035744255534039	,0	,384.00	,001	
00030259104250590988042	,etkwh0n92uiq6	,00010002	,00010002	,187073301905	,559182	,00	,01	,01	,486.00	,486.00	,20220212	,124455	,20220212	,060	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212124455	,02	,0	,00000000	,67413221	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,486.00	,001	,486.00	,72.58	,59973590	,536427062238	,3974875123	,2720706523384289	,0	,486.00	,001	
00081563424995192856476	,zksxfan3875gr	,00010000	,00010000	,886343922057	,623327	,00	,01	,01	,824.00	,824.00	,20220212	,184202	,20220212	,022	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0000	,000	,85	,06	,20220212	,0212184202	,01	,0	,00000000	,61405321	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,824.00	,001	,824.00	,123.06	,51838606	,824664455071	,9397175623	,6260719400928563	,0	,824.00	,001	
00010489984187870840905	,etkwh0n92uiq6	,00010002	,00010002	,087960493484	,654063	,00	,01	,01	,1023.00	,1023.00	,20220212	,143614	,20220212	,010	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212143614	,02	,0	,00000000	,55250686	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1023.00	,001	,1023.00	,152.78	,76876059	,561485591479	,4422938280	,0107783088868638	,0	,1023.00	,001	
00022199911617955559069	,w23rb6ti95lhq	,00010002	,00010002	,681963930608	,346032	,00	,01	,01	,380.00	,380.00	,20220212	,174745	,20220212	,110	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212174745	,01	,0	,00000000	,58836702	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,380.00	,001	,380.00	,56.75	,27619638	,435035905736	,9211887929	,3854464288361507	,0	,380.00	,001	
00034662888437923942459	,w23rb6ti95lhq	,00010002	,00010002	,597206968989	,028105	,00	,01	,01	,723.00	,723.00	,20220212	,090601	,20220212	,110	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212090601	,01	,0	,00000000	,84378643	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,723.00	,001	,723.00	,107.98	,88206893	,103168794712	,6874698373	,0005443312894672	,0	,723.00	,001	
00054122750981069238086	,w23rb6ti95lhq	,00010002	,00010002	,487826478527	,328119	,00	,01	,01	,1019.00	,1019.00	,20220212	,184229	,20220212	,021	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220212	,0212184229	,01	,0	,00000000	,01804281	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1019.00	,001	,1019.00	,152.18	,62354254	,734075948687	,3757987146	,9533064195769890	,0	,1019.00	,001	
00000981783941826919830	,8zyg15pkvbeni	,00030003	,00030003	,731433739534	,515922	,00	,03	,01	,8357.00	,8357.00	,20220214	,023003	,20220214	,132	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220214	,0214023003	,01	,0	,00000000	,01186285	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,8357.00	,001	,8357.00	,1248.10	,62463074	,219015621806	,6548961801	,8346076220338974	,0	,8357.00	,001	
00055927574272482775216	,8zyg15pkvbeni	,00030003	,00030003	,591177086184	,211236	,00	,03	,07	,0.00	,0.00	,20220214	,104631	,20220214	,142	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220214	,0214104631	,01	,0	,00000000	,28744948	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,20812701	,367155447857	,7764136954	,6352520884485615	,0	,0.00	,001	
00009988006702841415474	,8zyg15pkvbeni	,00030003	,00030003	,643187690847	,590022	,00	,03	,07	,0.00	,0.00	,20220214	,232618	,20220214	,142	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220214	,0214232618	,01	,0	,00000000	,86283681	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,12681584	,301668717596	,8327201172	,1666426188157330	,0	,0.00	,001	
00074947409594855292441	,w23rb6ti95lhq	,00010002	,00010002	,684400456762	,721976	,00	,01	,01	,210.00	,210.00	,20220212	,030814	,20220212	,140	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0002	,000	,85	,06	,20220212	,0212030814	,01	,0	,00000000	,80108120	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,210.00	,001	,210.00	,31.36	,27671955	,051358172370	,3514368560	,5959838758219950	,0	,210.00	,001	
00030283790591612418676	,zksxfan3875gr	,00010000	,00010000	,948319395356	,180103	,00	,01	,01	,300.00	,300.00	,20220212	,132239	,20220212	,061	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0000	,000	,85	,06	,20220212	,0212132239	,01	,0	,00000000	,09755087	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,300.00	,001	,300.00	,44.80	,82373108	,303895413523	,5162167499	,8558703533178727	,0	,300.00	,001	
00060349059594454239265	,8zyg15pkvbeni	,00030003	,00030003	,547363039675	,034201	,00	,03	,01	,510.00	,510.00	,20220213	,184705	,20220213	,070	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213184705	,01	,0	,00000000	,94496465	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,510.00	,001	,510.00	,76.17	,52024591	,991231549436	,1667044290	,5700598748878218	,0	,510.00	,001	
00047993031946104240027	,8zyg15pkvbeni	,00030003	,00030003	,585989480441	,791000	,00	,03	,07	,0.00	,0.00	,20220214	,171608	,20220214	,122	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220214	,0214171608	,01	,0	,00000000	,68976445	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,27433607	,413283087985	,7099073255	,2838924712954437	,0	,0.00	,001	
00072307732387198974426	,8zyg15pkvbeni	,00030003	,00030003	,666021629199	,844059	,00	,03	,03	,0.00	,0.00	,20220213	,135220	,20220213	,152	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213135220	,01	,0	,00000000	,81533150	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,56394321	,701781236480	,1378518840	,3590851651998387	,0	,0.00	,001	
00032245367998522692967	,8zyg15pkvbeni	,00030003	,00030003	,694263961088	,338650	,00	,03	,01	,0.00	,0.00	,20220213	,171744	,20220213	,071	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213171744	,01	,0	,00000000	,53900609	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,63174935	,700590828686	,0895573616	,6075039884948791	,0	,0.00	,001	
00042380046326823662915	,8zyg15pkvbeni	,00030003	,00030003	,253558861673	,083777	,00	,03	,03	,0.00	,0.00	,20220213	,073556	,20220213	,021	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213073556	,01	,0	,00000000	,32991382	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,77592519	,940566543569	,6845093214	,2818856709562410	,0	,0.00	,001	
00064651850878334045206	,zksxfan3875gr	,00010000	,00010000	,343062775755	,426071	,00	,01	,01	,512.00	,512.00	,20220213	,155409	,20220213	,032	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0000	,000	,85	,06	,20220213	,0213155409	,01	,0	,00000000	,04015486	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,512.00	,001	,512.00	,76.47	,95528231	,400242833520	,1021806564	,3263536937775763	,0	,512.00	,001	
00069848416737016140705	,etkwh0n92uiq6	,00010002	,00010002	,196303542064	,379618	,00	,01	,01	,523.00	,523.00	,20220213	,214717	,20220213	,062	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0002	,000	,85	,06	,20220213	,0213214717	,02	,0	,00000000	,63226284	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,523.00	,001	,523.00	,78.11	,70990473	,542295138746	,3051971548	,7473151566970287	,0	,523.00	,001	
00077519995283079332699	,6fyzhwv2lm54d	,00010003	,00010003	,788129856958	,230029	,00	,01	,01	,1176.00	,1176.00	,20220213	,160157	,20220213	,031	,13830593	,491987685252553	,bxd家具(低)	,7641	,0000	,0003	,000	,85	,06	,20220213	,0213160157	,01	,0	,00000000	,55777687	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1176.00	,001	,1176.00	,175.63	,97036811	,673389446291	,2707953621	,7738476721196955	,0	,1176.00	,001	
00025783249185017577343	,8zyg15pkvbeni	,00030003	,00030003	,256945000429	,794949	,00	,03	,07	,2211.00	,2211.00	,20220213	,013856	,20220213	,100	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220213	,0213013856	,01	,0	,00000000	,54617864	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,2211.00	,001	,2211.00	,330.21	,08128927	,562543859820	,9208460452	,1760421387461157	,0	,2211.00	,001	
00051505773202389367069	,6fyzhwv2lm54d	,00010003	,00010003	,797723979349	,825540	,00	,01	,01	,1005.00	,1005.00	,20220213	,130138	,20220213	,111	,33575842	,277881335527750	,yca社区卫生服务中心(低)	,8099	,0000	,0003	,000	,85	,06	,20220213	,0213130138	,01	,0	,00000000	,52757501	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1005.00	,001	,1005.00	,150.09	,79465000	,876506037782	,3705268110	,7920332229844353	,0	,1005.00	,001	
00048399759030712307728	,w23rb6ti95lhq	,00010002	,00010002	,083625022380	,877552	,00	,01	,01	,1529.00	,1529.00	,20220213	,105225	,20220213	,022	,33575842	,277881335527750	,yca社区卫生服务中心(低)	,8099	,0000	,0002	,000	,85	,06	,20220213	,0213105225	,01	,0	,00000000	,00635736	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1529.00	,001	,1529.00	,228.35	,85951454	,629670714174	,0942493597	,0136060330211460	,0	,1529.00	,001	
00064629274314630894644	,etkwh0n92uiq6	,00010002	,00010002	,521476388893	,068821	,00	,01	,01	,1892.00	,1892.00	,20220213	,140832	,20220213	,030	,33575842	,277881335527750	,yca社区卫生服务中心(低)	,8099	,0000	,0002	,000	,85	,06	,20220213	,0213140832	,02	,0	,00000000	,21898963	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,1892.00	,001	,1892.00	,282.57	,39002379	,655955249762	,6806209755	,5201522955772411	,0	,1892.00	,001	
00071752192854243119473	,etkwh0n92uiq6	,00010002	,00010002	,432654717556	,828433	,00	,01	,01	,2245.00	,2245.00	,20220213	,155811	,20220213	,030	,33575842	,277881335527750	,yca社区卫生服务中心(低)	,8099	,0000	,0002	,000	,85	,06	,20220213	,0213155811	,02	,0	,00000000	,80774000	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,2245.00	,001	,2245.00	,335.28	,75378857	,552780899352	,0351052319	,5631169142296473	,0	,2245.00	,001	
00080746678934584124468	,8zyg15pkvbeni	,00030003	,00030003	,674836710618	,111177	,00	,03	,07	,6671.00	,6671.00	,20220212	,045344	,20220212	,020	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220212	,0212045344	,01	,0	,00000000	,42647130	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,6671.00	,001	,6671.00	,996.30	,13541413	,184270774921	,4630170756	,1345957981662338	,0	,6671.00	,001	
00049975583144693209200	,8zyg15pkvbeni	,00030003	,00030003	,998292505571	,540119	,00	,03	,07	,0.00	,0.00	,20220212	,012005	,20220212	,151	,00000000	,000000000000000	,XXXX	,0000	,0000	,0003	,000	,85	,06	,20220212	,0212012005	,01	,0	,00000000	,42305428	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,0.00	,001	,0.00	,0.00	,48388433	,723755013228	,8401281166	,9450915049923559	,0	,0.00	,001	
00066061899269110536408	,w23rb6ti95lhq	,00010002	,00010002	,178171007049	,579616	,00	,01	,01	,291.00	,291.00	,20220213	,215152	,20220213	,131	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0002	,000	,85	,06	,20220213	,0213215152	,01	,0	,00000000	,57525493	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,291.00	,001	,291.00	,43.46	,95316093	,370934240935	,4544614837	,2464754666478073	,0	,291.00	,001	
00086294132611818029496	,zksxfan3875gr	,00010000	,00010000	,512572794914	,565956	,00	,01	,01	,118.00	,118.00	,20220213	,185112	,20220213	,061	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0000	,000	,85	,06	,20220213	,0213185112	,01	,0	,00000000	,76722876	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,118.00	,001	,118.00	,17.62	,77480909	,545290964259	,0383881806	,1556633382442315	,0	,118.00	,001	
00063669024908708651967	,6fyzhwv2lm54d	,00010003	,00010003	,894590188352	,334725	,00	,01	,01	,232.00	,232.00	,20220213	,122502	,20220213	,101	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0003	,000	,85	,06	,20220213	,0213122502	,01	,0	,00000000	,05286506	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,232.00	,001	,232.00	,34.65	,09368820	,544911269543	,4995704223	,1696804446141722	,0	,232.00	,001	
00067569707868555112054	,6fyzhwv2lm54d	,00010003	,00010003	,375798553382	,024016	,00	,01	,01	,234.00	,234.00	,20220213	,144343	,20220213	,112	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0003	,000	,85	,06	,20220213	,0213144343	,01	,0	,00000000	,92857984	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,234.00	,001	,234.00	,34.95	,50115098	,870723735331	,6845886979	,5748868122035922	,0	,234.00	,001	
00017548125784665006337	,w23rb6ti95lhq	,00010002	,00010002	,897320550391	,787321	,00	,01	,01	,100.00	,100.00	,20220213	,095149	,20220213	,071	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0002	,000	,85	,06	,20220213	,0213095149	,01	,0	,00000000	,01741624	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,100.00	,001	,100.00	,14.93	,67461216	,251885294782	,5397368008	,2535524701448996	,0	,100.00	,001	
00031077209391098375387	,zksxfan3875gr	,00010000	,00010000	,501920411222	,022784	,00	,01	,01	,246.00	,246.00	,20220213	,111241	,20220213	,072	,81528893	,398726052061510	,snr游戏厅、游乐园(低)	,7996	,0000	,0000	,000	,85	,06	,20220213	,0213111241	,01	,0	,00000000	,06418701	,2022-11-16 16:22:08	,2022-11-16 16:22:08	,0	,001	,246.00	,001	,246.00	,36.74	,73424226	,890257714466	,0597655902	,9419607433015265	,0	,246.00	,001	
